title,price,location,ambientes,banos,metros_cuadrados,link
Alquiler | Monoambiente Con Patio Y Parrillero | Pichincha 86 Bis,229000.0,"Pichincha Bis 86, Alberto Olmedo, Rosario, Santa Fe",1,1,33.0,https://departamento.mercadolibre.com.ar/MLA-1446860169-alquiler-monoambiente-con-patio-y-parrillero-pichincha-86-bis-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=9adfb013-a8fd-43f0-bf73-42fd48b349bf
Departamento Alquiler 1 Dorm. Arroyit,250000.0,"Del Valle De Iberlucea Al 1300, Arroyito, Rosario, Santa Fe",3,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1913048710-departamento-alquiler-1-dorm-arroyit-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=9adfb013-a8fd-43f0-bf73-42fd48b349bf
"Departamento 1 Dormitorio, Zona Centro",250000.0,"San Juan Al 600, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1448280359-departamento-1-dormitorio-zona-centro-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=9adfb013-a8fd-43f0-bf73-42fd48b349bf
Departamento De 1 Dormitorio Con Balcón En Zona Centro,198000.0,"Mitre 1865 3ºC, Centro, Rosario, Santa Fe",2,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1911661888-departamento-de-1-dormitorio-con-balcon-en-zona-centro-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=9adfb013-a8fd-43f0-bf73-42fd48b349bf
Alquiler Monoambiente Rosario Centro,180000.0,"Buenos Aires 996 10-01, Centro, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1938814142-alquiler-monoambiente-rosario-centro-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=9adfb013-a8fd-43f0-bf73-42fd48b349bf
Departamento De Un Dormitorio En Alquiler,180000.0,"Callao Al 1400. Entre Zeballos Y 9 De Julio, Rosario, Santa Fe",2,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1456310797-departamento-de-un-dormitorio-en-alquiler-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=9adfb013-a8fd-43f0-bf73-42fd48b349bf
Departamento En Barrio Lourdes,160000.0,"Montevideo Al 2400, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1862236528-departamento-en-barrio-lourdes-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Alquiler 2 Dormitorios Martin,420000.0,"3 De Febrero 700, Martin, Rosario, Santa Fe",4,1,82.0,https://departamento.mercadolibre.com.ar/MLA-1939197508-departamento-en-alquiler-2-dormitorios-martin-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Barrio Lourdes,160000.0,"Montevideo Al 2400, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1935977344-departamento-en-barrio-lourdes-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Vera Mujica Al 900 Alquiler Monosmabiente En Rosario,150000.0,"Vera Mujica Al 900, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1937750186-vera-mujica-al-900-alquiler-monosmabiente-en-rosario-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Alquiler Departamento 1 Dormitorio Riobamba 800,160000.0,"Riobamba 831, Abasto, Rosario, Santa Fe",2,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1454164055-alquiler-departamento-1-dormitorio-riobamba-800-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Parque España,390000.0,"Rosario - Salta 1737, Rosario, Santa Fe",4,1,55.0,https://departamento.mercadolibre.com.ar/MLA-1450728541-departamento-parque-espana-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento 3 Dormitorios - Montevideo 1600 - Centro Rosario |alquiler,330000.0,"Montevideo 1615, Centro, Rosario, Santa Fe",4,1,80.0,https://departamento.mercadolibre.com.ar/MLA-1448037319-departamento-3-dormitorios-montevideo-1600-centro-rosario-alquiler-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
"Monoambiente En Alquiler Permanente, Ideal Estudiantes - Rosario",125000.0,"Don Bosco Bis 281 Rosario, Santa Fe, Argentina, Rosario, Santa Fe",1,1,16.0,https://departamento.mercadolibre.com.ar/MLA-1454550871-monoambiente-en-alquiler-permanente-ideal-estudiantes-rosario-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Cerrito 1688 Abasto Escaleras,180000.0,"CERRITO 1688, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1448299331-cerrito-1688-abasto-escaleras-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Mendoza 2633- 01-04,200000.0,"Mendoza 2633, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1925119018-mendoza-2633-01-04-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
27 De Febrero Al 1700 Alquiler Departamento 1 Dormitorio Con Cochera En Rosario,310000.0,"27 De Febrero AL 1700, Rosario, Santa Fe",2,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1444439773-27-de-febrero-al-1700-alquiler-departamento-1-dormitorio-con-cochera-en-rosario-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Macrocentro,150000.0,"Dorrego Al 1300, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1850238462-departamento-macrocentro-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Centro,200000.0,"Riobamba Al 800, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1901144474-departamento-en-centro-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Alquiler Monoambiente Maui,350000.0,"Avenida De La Costa Estanislao Lopez 2600, Centro, Rosario, Santa Fe",1,1,39.0,https://departamento.mercadolibre.com.ar/MLA-1911253838-alquiler-monoambiente-maui-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento 1 Dormitorio A Estrenar,180000.0,"Urquiza Al 2600, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1937018370-departamento-1-dormitorio-a-estrenar-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Centro,225000.0,"Rioja Al 3100, Centro, Rosario, Santa Fe",2,1,36.0,https://departamento.mercadolibre.com.ar/MLA-1452127611-departamento-centro-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Un Dormitorio. Primer Piso Por Escalera,180000.0,"Zeballos Al 1900, Rosario, Santa Fe",2,1,31.0,https://departamento.mercadolibre.com.ar/MLA-1923458544-un-dormitorio-primer-piso-por-escalera-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Alquiler Un Dormitorio. Disponible Octubre,230000.0,"San Juan Al 2500, Rosario, Santa Fe",2,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1455321479-alquiler-un-dormitorio-disponible-octubre-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Alquiler 1 Dormitorio Zona Centroo,230000.0,"San Luis 900, Centro, Rosario, Santa Fe",2,1,41.0,https://departamento.mercadolibre.com.ar/MLA-1935197220-departamento-en-alquiler-1-dormitorio-zona-centroo-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Alquiler De Un Ambiente Centro Rosario,190000.0,"Paraguay Al 300, Centro, Rosario, Santa Fe",1,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1916566380-departamento-en-alquiler-de-un-ambiente-centro-rosario-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Pasco 1280 Departamento Pb,180000.0,"Pasco 1280, Abasto, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1913833112-pasco-1280-departamento-pb-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Macrocentro,150000.0,"Dorrego Al 1300, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1935977342-departamento-macrocentro-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
9 De Julio Al 1400 Alquiler Monoambiente En Rosario,200000.0,"9 DE Julio AL 1400, Centro, Rosario, Santa Fe",1,1,31.0,https://departamento.mercadolibre.com.ar/MLA-1451844569-9-de-julio-al-1400-alquiler-monoambiente-en-rosario-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Centro Rosario,350000.0,"Santa Fe Al 1600, Centro, Rosario, Santa Fe",3,1,55.0,https://departamento.mercadolibre.com.ar/MLA-1931120244-departamento-en-centro-rosario-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Centro,300000.0,"San Luis Al 900, Centro, Rosario, Santa Fe",2,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1915044266-departamento-centro-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Riobamba 392 Escalera Bajos Gastos,120000.0,"RIOBAMBA 390, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1910642580-riobamba-392-escalera-bajos-gastos-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Viamonte 548 - Dpto De 1 Dormitorio.,220000.0,"Viamonte 550, Centro, Rosario, Santa Fe",2,1,39.0,https://departamento.mercadolibre.com.ar/MLA-1445923467-viamonte-548-dpto-de-1-dormitorio-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
"Departamento 3 De Febrero 1400, Contrafrente Excelente Estado.",250000.0,"Departamento 3 De Febrero 1400, Contrafrente Excelente Estado., Centro, Rosario, Santa Fe",2,1,45.0,https://departamento.mercadolibre.com.ar/MLA-1926060614-departamento-3-de-febrero-1400-contrafrente-excelente-estado-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Alquiler Monoambiente Con Amenities,190000.0,"Iriondo 300, Centro, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1938437172-alquiler-monoambiente-con-amenities-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Alquiler,190000.0,"3 De Febrero 634 - 3 Piso, Rosario, Santa Fe",1,1,40.0,https://departamento.mercadolibre.com.ar/MLA-1455751821-departamento-en-alquiler-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Martin,230000.0,"Pellegrini Al 500, Martin, Rosario, Santa Fe",3,1,39.0,https://departamento.mercadolibre.com.ar/MLA-1936017970-departamento-en-martin-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Cafferata Al 900 Alquiler Depatamento 1 Dormitorio En Rosario,160000.0,"Cafferata AL 900, Rosario, Santa Fe",2,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1456223961-cafferata-al-900-alquiler-depatamento-1-dormitorio-en-rosario-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Monoambiente En Alquiler Zona Facultades/terminal,170000.0,"Urquiza 3700, Centro, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1452837997-monoambiente-en-alquiler-zona-facultadesterminal-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Echesortu,160000.0,"Cordoba Al 4000, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1934879344-departamento-echesortu-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento En Alquiler En Cerrito 742,215000.0,"Cerrito Al 700, Abasto, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1456273445-departamento-en-alquiler-en-cerrito-742-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Entre Rios 1372 Escaleras,250000.0,"ENTRE RIOS 1372, Rosario, Santa Fe",4,1,60.0,https://departamento.mercadolibre.com.ar/MLA-1450080257-entre-rios-1372-escaleras-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Alquiler Permanete Amueblado,350000.0,"San Martin 1322, Centro, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1447642937-alquiler-permanete-amueblado-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento 3 Dormitorios Vista Al Río,1500.0,"Avenida De La Costa Al 2600, Puerto Norte, Rosario, Santa Fe",4,4,162.0,https://departamento.mercadolibre.com.ar/MLA-1442968399-departamento-3-dormitorios-vista-al-rio-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Urquiza Al 2000 Alquiler Departamento 1 Dormitorio En Rosario,160000.0,"Urquiza AL 2000, Centro, Rosario, Santa Fe",2,1,29.0,https://departamento.mercadolibre.com.ar/MLA-1874293364-urquiza-al-2000-alquiler-departamento-1-dormitorio-en-rosario-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Monoambiente Zona Medicina,130000.0,"Urquiza Y Suipacha, Rosario, Santa Fe",1,1,23.0,https://departamento.mercadolibre.com.ar/MLA-1438169791-monoambiente-zona-medicina-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Buenos Aires 2235 Piso 4 Con Cochera,200000.0,"Buenos Aires 2235, Abasto, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1448237449-buenos-aires-2235-piso-4-con-cochera-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento - Martin,170000.0,"Montevideo Al 500, Martin, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1916860210-departamento-martin-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Montevideo 927,200000.0,"MONTEVIDEO 927, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1439211781-montevideo-927-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Pichincha.,150000.0,"Jujuy Al 2100, Alberto Olmedo, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1849329400-pichincha-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=eab960bd-6268-42c6-a6dc-49538ffc68d4
Departamento De Pasillo,160000.0,"Urquiza Al 2600, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1455669675-departamento-de-pasillo-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento 1 Dormitorio - Pellegrini 4000 - Rosario | Alquiler,235000.0,"Pellegrini 4040, Centro, Rosario, Santa Fe",2,1,46.0,https://departamento.mercadolibre.com.ar/MLA-1902003674-departamento-1-dormitorio-pellegrini-4000-rosario-alquiler-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
"Monoambiente En Alquiler - Republica De La Sexta, Rosario",125000.0,"Necochea 1780 Al 1700. Entre Av. Pellegrini Y Cochabamba, República De La Sexta, Rosario, Santa Fe",1,1,19.0,https://departamento.mercadolibre.com.ar/MLA-1447435459-monoambiente-en-alquiler-republica-de-la-sexta-rosario-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento - Centro,140000.0,"Paraguay Y Zeballos, Centro, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1886813256-departamento-centro-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Alquiler Monoambiente Zona Facultad,120000.0,"Antonelli 2200, Centro, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1934619410-alquiler-monoambiente-zona-facultad-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
9 De Julio 900 - Departamento Monoambiente En Alquiler - Rosario,150000.0,"9 De Julio 900 5º A, Centro, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1454427095-9-de-julio-900-departamento-monoambiente-en-alquiler-rosario-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento En Alquiler Amoblado Barrio Martin Rosario,210000.0,"Buenos Aires Al 900, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1929834550-departamento-en-alquiler-amoblado-barrio-martin-rosario-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento De 1 Dormitorio. Primer Piso De Escalera,190000.0,"Alem 1345 1°, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1915622966-departamento-de-1-dormitorio-primer-piso-de-escalera-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Salta Al 1900 Alquiler Departamento 1 Dormitorio En Rosario,140000.0,"Salta Al 1900, Rosario, Santa Fe",2,1,19.0,https://departamento.mercadolibre.com.ar/MLA-1924371496-salta-al-1900-alquiler-departamento-1-dormitorio-en-rosario-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
"Monoambiente Con Placard, Proximo A Utn Y Unr De Ingnieria",180000.0,"9 De Julio Al 900, Rosario, Santa Fe",1,1,27.0,https://departamento.mercadolibre.com.ar/MLA-1445069133-monoambiente-con-placard-proximo-a-utn-y-unr-de-ingnieria-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento - Centro,130000.0,"9 De Julio Y Mitre, Centro, Rosario, Santa Fe",1,1,25.0,https://departamento.mercadolibre.com.ar/MLA-1886812776-departamento-centro-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Ayacucho 1656 Y Pellegrini Frente A Ingenieria,185000.0,"AYACUCHO 1656, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1901957740-ayacucho-1656-y-pellegrini-frente-a-ingenieria-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
"Alquiler -departamento -1 Dormitorio - Belgrano, Rosario",150000.0,"9 De Julio Al 3700, Belgrano, Rosario, Santa Fe",2,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1447456369-alquiler-departamento-1-dormitorio-belgrano-rosario-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Monoambiente Zona Medicina,130000.0,"Urquiza Y Suipacha, Rosario, Santa Fe",1,1,23.0,https://departamento.mercadolibre.com.ar/MLA-1935203094-monoambiente-zona-medicina-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Monoambiente Zona Medicina,130000.0,"Urquiza Y Suipacha, Rosario, Santa Fe",1,1,23.0,https://departamento.mercadolibre.com.ar/MLA-1449222751-monoambiente-zona-medicina-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Alquiler Permanete Amueblado,350000.0,"San Martin 1322, Centro, Rosario, Santa Fe",2,1,38.0,https://departamento.mercadolibre.com.ar/MLA-1939965518-alquiler-permanete-amueblado-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Alquiler Departamento De 1 Dormitorio,200000.0,"Dorrego 1622, Centro, Rosario, Santa Fe",2,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1938476734-alquiler-departamento-de-1-dormitorio-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Montevideo Al 3200 - Alquiler Monoambiente En Rosario,140000.0,"Montevideo AL 3200, Rosario, Santa Fe",1,1,36.0,https://departamento.mercadolibre.com.ar/MLA-1939238062-montevideo-al-3200-alquiler-monoambiente-en-rosario-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
"Ov. Lagos 500 - Monoambiente En Alquiler - Rosario, Pichincha",150000.0,"Ov. Lagos Y Urquiza, Rosario, Santa Fe",1,1,26.0,https://departamento.mercadolibre.com.ar/MLA-1929848524-ov-lagos-500-monoambiente-en-alquiler-rosario-pichincha-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento A Estrenar En Microcento Monoambiente,350000.0,"Paraguay 300, Centro, Rosario, Santa Fe",1,1,32.0,https://departamento.mercadolibre.com.ar/MLA-1453375099-departamento-a-estrenar-en-microcento-monoambiente-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Riobamba Y Alem Escalera,120000.0,"RIOBAMBA 392, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1906171798-riobamba-y-alem-escalera-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Alquiler Monoambiente,240000.0,"Urquiza Al 900, Centro, Rosario, Santa Fe",1,1,30.0,https://departamento.mercadolibre.com.ar/MLA-1936199732-alquiler-monoambiente-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento En Alquiler Centro,145000.0,"3 De Febrero 731 - 5 Piso 03, Centro, Rosario, Santa Fe",1,1,28.0,https://departamento.mercadolibre.com.ar/MLA-1906622138-departamento-en-alquiler-centro-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
"Av. Francia 1100 - Monoambiente En Alquiler - Rosario, Echesortu",160000.0,"Av. Francia Y San Juan, Rosario, Santa Fe",1,1,31.0,https://departamento.mercadolibre.com.ar/MLA-1455309023-av-francia-1100-monoambiente-en-alquiler-rosario-echesortu-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Departamento De Un Dormitorio Alquiler. Amoblado,320000.0,"Vera Mujica 700, Centro, Rosario, Santa Fe",2,1,35.0,https://departamento.mercadolibre.com.ar/MLA-1455770491-departamento-de-un-dormitorio-alquiler-amoblado-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Alquiler Monoambiente Amplio Y Luminoso Echesortu,180000.0,"9 De Julio 3200, Centro, Rosario, Santa Fe",1,1,33.0,https://departamento.mercadolibre.com.ar/MLA-1455664267-alquiler-monoambiente-amplio-y-luminoso-echesortu-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Amplio Monoambiente Centro,170000.0,"9 De Julio Al 900, Rosario, Santa Fe",1,1,24.0,https://departamento.mercadolibre.com.ar/MLA-1934626752-amplio-monoambiente-centro-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Monoambiente En Alquiler Centro,200000.0,"Paraguay 300, Centro, Rosario, Santa Fe",1,1,29.0,https://departamento.mercadolibre.com.ar/MLA-1936847040-monoambiente-en-alquiler-centro-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Depto Alquiler Amoblado Un Dormitorio. Zona Rio.,350000.0,"Tucuman 1700, Centro, Rosario, Santa Fe",2,1,52.0,https://departamento.mercadolibre.com.ar/MLA-1455315845-depto-alquiler-amoblado-un-dormitorio-zona-rio-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
Alquiler Un Dormitorio Amoblado,450000.0,"COLON 1412, Martin, Rosario, Santa Fe",3,1,37.0,https://departamento.mercadolibre.com.ar/MLA-1910648186-alquiler-un-dormitorio-amoblado-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=751dafc8-08b8-478f-9844-85b4b108da25
